decimalLongitude,decimalLatitude,wc2.1_10m_bio_1,wc2.1_10m_bio_2,wc2.1_10m_bio_3,wc2.1_10m_bio_4,wc2.1_10m_bio_5,wc2.1_10m_bio_6,wc2.1_10m_bio_7,wc2.1_10m_bio_8,wc2.1_10m_bio_9,wc2.1_10m_bio_10,wc2.1_10m_bio_11,wc2.1_10m_bio_12,wc2.1_10m_bio_13,wc2.1_10m_bio_14,wc2.1_10m_bio_15,wc2.1_10m_bio_16,wc2.1_10m_bio_17,wc2.1_10m_bio_18,wc2.1_10m_bio_19,presence
72.91225254838355,34.69939557649195,16.9424991607666,11.854416847229004,37.02133560180664,751.6656494140625,32.969749450683594,0.9492499828338623,32.02050018310547,24.581541061401367,13.21745777130127,25.810375213623047,7.1844587326049805,1101,203,24,60.34956741333008,462,106,452,219,0
69.6303032094147,33.836229720152915,6.885114669799805,12.36731243133545,33.75957107543945,894.2352294921875,24.590749740600586,-12.042750358581543,36.63349914550781,0.8603332042694092,8.273958206176758,17.47658348083496,-4.724041938781738,609,124,10,74.94054412841797,326,49,72,205,0
74.44472521566786,30.161030715331435,24.57015609741211,14.303895950317383,40.09557342529297,766.98779296875,41.25775146484375,5.583250045776367,35.67449951171875,30.91812515258789,19.846166610717773,32.90162658691406,14.314374923706055,351,101,2,122.95101165771484,268,15,125,21,0
63.221056901849806,25.775698554934934,26.95143699645996,14.817625045776367,49.080020904541016,559.07745361328125,41.33924865722656,11.148500442504883,30.19074821472168,20.775833129882813,27.453916549682617,33.01387405395508,19.288291931152344,163,38,2,70.20140838623047,60,11,52,56,0
64.61187244998291,26.266556955408305,23.942459106445313,15.08479118347168,46.934268951416016,638.04888916015625,38.84574890136719,6.70550012588501,32.1402473449707,29.5504150390625,24.291458129882813,30.805166244506836,15.32016658782959,237,73,3,92.7945556640625,123,22,90,51,0
74.07869424903765,35.90566409821622,0.6762396097183228,10.588104248046875,29.235984802246094,935.52276611328125,19.144250869750977,-17.07175064086914,36.21600341796875,-1.0647083520889282,-3.4127917289733887,12.012666702270508,-10.830124855041504,325,47,7,44.40884017944336,131,40,85,64,0
71.78448194661178,27.420121577568352,26.771541595458984,15.50654125213623,42.984474182128906,705.1527099609375,42.72100067138672,6.646249771118164,36.07475280761719,33.139915466308594,24.675167083740234,34.210418701171875,16.897125244140625,162,57,1,137.66432189941406,129,5,83,6,0
64.08926057396457,35.491105458000675,5.740947723388672,13.517520904541016,34.35115051269531,946.54534912109375,26.226499557495117,-13.124500274658203,39.35099792480469,-5.453083515167236,15.765957832336426,17.16291618347168,-6.246250152587891,366,74,1,87.22940826416016,200,3,5,176,0
60.73080953233875,27.67340750945732,22.21453094482422,13.489603996276855,39.78706359863281,785.89361572265625,38.65599822998047,4.751500129699707,33.90449905395508,13.6961669921875,22.379125595092773,31.472999572753906,12.107707977294922,104,22,0,80.53437042236328,61,5,15,55,0
62.38814459997229,35.625238036736846,16.08416748046875,14.980542182922363,37.24557113647461,944.6103515625,38.091251373291016,-2.1297500133514404,40.22100067138672,5.868958473205566,28.058292388916016,28.058292388916016,4.6585001945495605,333,83,0,100.1651840209961,198,2,2,161,0
